,0
8eba25eafef12a0c407959006413ad6404e92fc36cb2dc75af6a12c443e257d7085abfb7b38d6b1ff2ef24f67a8abbdf705b062dd6c6008569bbbc1f3da0540d36fed9da859ba5a0faa712c7847a9f259b7d,1387095655
6f7b5ddf81145d4406e7ef85a46825a05648404f451a7f3740dd0eb32ddc2a8011493d0ea43ec06f28678db0d7a4dda4033336e6b471dc4b1711cb557994ea95fdadbd2d84f3d8966247220bae81d592f25991,1921899667
fc537a63d3cebf37c218cadda60d43e3da441a2add05b79a53aacdae64fbd5d41e904251170439da9aa8ead8905c38f5713d0e91a6a8449bcb542fa1cfbc972b6c486cd08bbfef7a894ae97ddf680a831489d268,1502136592
5f842ec453e3d7af623a6ee3c2e9b1384e46bc39026549c10fe2a496039589ffedebf3d8aecdf95bcc599174cd5052f9dc05e2bc3d4d71e7e24094c02af1e09d18020559eadeb5a8a43243d4e8bb8a19cc24991673,176874502
96f0b42e2d7612026261df973f8038ba8e4c865efe5f35947127e396bc4afbc651e432bd116ee739ad3c1e027a4c76ec675c75b5d030e0e19df050310941abe7afbd07ce6a119a4c498bb5f56871bea6777ddbd21624,158665208
337567c125d78a2d546d0b671f52231f8a958f73db49368647b52ebc7cfd6ca95c17ad8600befad24975d42583fb55ac7ef2c5e0babe25fd2b416747f4ade0c0a93ec6338348819a71e64588f1a9ec5c180c6e87c000e2,4139281996
b1995843b2a5e133db13fae43f96c720d8d6962c468ce5e578227a4db684a275672c4bce61e575a4312dffb723b4460141e146d3ca7ca477c3db30f2fdd280ae075c868383937caddc0579b01644dc10f7c331315961c2d0,4000904918
5f135d2d4a8c147fe07442ee0b43a68cd1477c0ad8d2871e8114d568ecb49e0b449e6fdc13f7f84a2ef57f50bdf1c6d526cf092ef3a7f73d0dec937f2b4a462f6817b52fc4199859581462d3573ddf8837eb70839070745e30,848633588
9bcbc1077aa461c47f8a25e2823efa3a1b8ddb841e12f87f99b3da16d9bafb468a8bd0e89188a299e7ae0e13e2689dbe0e46da4c3aa7c59b79af9fb9531711216c9393e9913a14a3fccde40efd29a0758c38cbf73fbae6dcbb0e,2981346661
50ec43da12fe49608ea8ae91ce75cbc2688f694231faedfa56244f20bf6f83680760eabe3ae487489086bb8cfe9cb432f7a2489088b1a3e01269eba055019e1c3c4d2e54743f714ffd87c37419a2039e6191d18e501302e6f8f2e9,1055505731
fdbd368d05cda65033053ab2dbb178469ea45c4963a405ed41266d0f50ee6938e4a20f94bfbfa4b04517fb24b0f1d4a955502c234386e494ac0e18237dd3743891de311c9a671d20d054e919d28f7df0d5de6c37f5e6eda4de2160d5,3125760592
410cacc1a5c5abc6d9a90c13c3c62160404e6dedaf10a049200e44bf87f4506f0867f2108fcca91398219abb68eed9a529ee7f75f36723afa96a94d303d1fcbec8b13a81afd482569ecb9300a7077cc6d819165677a9b40a50bbc12a83,285474026
0075a3cb18728c50c4cb6abbaf15a04a633ac970f5d7fc15c299f2f588f6e1d592dbd5354057ba62c8431e0404df66d3b93fff26492e8286c6d79decbb5f10341c367baa05fdebefe82120b6b84b408a520c73e59009d01af230c1c4b42c,1352812089
b6dd3328f29cf1095812942f64347c06047b61c3946782d8a8b9e0b3d4622b39be664d5bd6bffebfb6b50b341c549f6a37a2fe8865e34fd5d833d81ea4bd9b67f9a9cf1e7ce82c76cdff0005b58cac1529afe64300cb77f5ccd21a185e5dba,557216426
c81e96f99e81a30804d08e65fc82ad6ecf64368aaa715032774e9f7e66a7f4ad06e2bdc037b4e54237f3e3d8141724c174d37c16b7c3c4c236e7c635736a200affbf703a379d80383e31bad99358b2d8896aaa1f4ea6a9be7f2fd64acf7b337d,3763112141
1c9020799cfcde96bf5eeaaca20729d7b216589350f8a7bb03cb23784b150771ca5682f88ec7b2283434d6eab422dffae629da7a8e9d78464fd9dddb15dd408790fab7b0dc20582a2ae837d44f2f93206432f200beb587de645a5356787232f77a,2432181890
8699e45b9f9bacbca59755f0581cd266a4c336ef7a1e22c3b897c0bc680d288347f6fbd8b3b229fbb8ff7d6e89e1c7d0f6f86762051137a481225a9a678a5d1861046d162083e9f2421063fb1c19bc9dc6ac933cad1f6a6e287e97f979def164abfc,3315336219
0fd55cd7562695d3bfee5016c8028625e0ffd8516a444611c5b56a913c5e8da04f800cb7f3e2678d4c55c53adc467a7c0d28dde27a665922efefae166294bbdb056bb4b1e925ee3f9ca89473198a03c69d419190f2cda2793ae1d35ab796e721f8eeed,2054746738
b79d1ac9d803d75ca2fa16c35e0dfe7cde2806e364e7fbbfad06173e8674d7980fa30f185ea6ce7766ecdef56ee5f15bdde41c498bac4de66395bfd8954eed1fb9e1b0da7da3cb6d8109908e696697fe2664a468491030eb9ef3a05cb43c312ab34b3cdf,803406580
735143f64ed8b3bc31c390cf9f3b253d69d848fc4d7e6fb67a4d9493096c2dbdb2bb2c73ac408d95eea0da45ca02a49ccef9b10e1050932e5c3ed26bab123fa3fcc511130ce1ebe72d2b7389fef00f492beb334af6e99b77ddc71ca69f77841df6ffe9f03f,4177196385
a8afc1d824a350f19f9bb582857435661d4359446eb8c6cf71ada5921d96f5203742b86b218d4f2946c037655b52819f56659615da7dfe9198e71ffb0b425795993ee8cdb6f29b5d678ca87e5b84932b51b43b2e5b6547f1d467f70db8753275a1d8c81ef651,3461965414
72ff31701bee30b033ce3fc016288b3d4957cb94df5ce59e70e103ea32692ce6823d846669eb65c5e463cc1a8961dbeada174dc5809141be8584c8c31fa7dea45b66b16ab1d85261b35e8a4ed640983c0db3bc9143d3d0d882974b3dcdad154ff9887ba56444dc,936013127
e3dff4c3b307d1fc11442b32e0c20af9c172ee5860cd0254082a6afca39ee3101b8b1218cef53afe00622778ab5d2ae92ac0851bb7dfad346a126ba1aaadb7f2c39a26c16df9f057d96596580f1576613c666ce3fbe524dbd08aa7504821465e2597fef650c1e93f,3368236501
e3134632b5aaf4e977f7efc46a7c3c0f9533d512077f4d4856b53a1277af447367bc980c1f6f59a9c47cabfe7f9e87854795045f5aaa21c0bbc6859ef8eb3f6e6e4b903f55bdc9ef39659b6a6ea5ccc7d6d82848d6e914a487198c7fb1ff8719865b8df0ae34fbdb03,3858322779
48b92da9d7bc12b15a2e9d2117c00b33dff77c4504a8c949141c1bcaafbb0732948e470a23dd9d177a4d4f29f2ddff93ec1a5d13481f6f59934594b913759bbd1dd2b8e7a2c2937780b32ae5b7a449e5456b2708a47fd9292db35e513024146a865570ecd127a59d8978,1635068237
f5689f1f93e7f97f40f65eed8e34051f634cc7396ba61f2e45c1ea2739ea7193358cdfcf17a372a4d4b00f26ddf96de171574163e0b17f807286ee2b22d06057518ae16ada262dc5b324863f93b867b4d6ee7fa33e812fd22ddb24dc5fb4b8f8c87992e3985f333461abe5,2408383219
2abe63b471158cd19f5764e2557fbe2bc4466f519273927cd674734f5eb2dd25baeab4f7234a4c7c8cb33c708a176a042ae3389c4970cb4246533fa310bf384fab47cb87e71fcda07aa9e367b099bded98a1ed364e2806ca3219d7dbeb15c607bb444e432dbe3eb2abb0e30b,278477370
a28a07de4608e1ccbb74f9478d2a9868af1f8fb78983443c03677f9218704d46fb6710d2afd417093f2954cd9396c5c9bda9f036c8047b7842daa2c73733ca9a2c4bcb276b328c7f6131cde7786cd14f194f762b1027b4fd14a7bc4b045b458ed55bd3144884ed1e862062d76f,1495303037
7a76d9d744b4968e1e38d2d984df61952f0b5801e45e6cdc7ab74857cacf5902a901bf6b194862ce79003c7b33a70dee2045c515d3bd06539906d79c8a7110ab0c58abe54f5eb6e3dda50e27a30b7b96bcec43f709653d4e7b5c2752175e4f97bb34ac597af7592eec9da93a3d44,3041958670
657c9d59ad8b2f2ed6a0ae4e441c2cda0b130dc75931d1340611e39ac2b7474c528515a53b6ecdf0cdcf5c014cbbd8341421fa5b416df0616956065cb67a30f83e66847fb030b3105da5737e957dc9d54109d815acda8ab76a4e9cb7e779522620c4ec005cf35ce72bee7c4fbe181b,907913887
f408d2bb015153aa8512394d20b8ae1177664de4d2a813d6584dd808ec0c740d25426044a9cbd6742d0ccc5fe9ebb1cdadf10195000f1a820c7cdd1407db336dc7393b656db9921625481d3ab0d59fc784138714ad4869d6ba1266a93975b0c66295c8c294941add808dca6560083b12,1712416906
9023ccea53d8a2bbfceb19c320b33addfdd2ba80e9817e1f17ec55feb46fcf2a3672e30787988937e5fef161c2a50148d4dd52e96f37f43662a9330794b4a985328f3f63d882c99e560ccab541cca5b1be10316b53f9fa0e4f9aa9e189933958521cb58edb532d2c263f3f9b0c50ab8482,700606833
07a6198f612ab6e989ec5cd1eaffa454fb4a1403ca40d7fd56b11851eec55d66d10fae5a51e27788be3f4a831288924ac3f76830a4c9ed44a7bd6bbaa6a975bc589e523c4a2c7136073620129d536b5815a349776db3bd1b0c46f371d4159301c385fd2b1fc951352bd1537f8580fe507972,1012083137
d2b286aba236fb2a18dcfdfdc227c8efae36be6d179b59c14cea808109c5316a76b9790773aa507da76dd4d798e1ef2993a9fe649fe783916b715dceb07cef3f9c22947cc5b87d4270b5bef613e8d4f8d7c7d70bd456fd2c28c381cb0edb46fb88f9bb82a4f725b46b7d4373575311d5e2fe68,252256834
5ae95ed5c887835355e23ca0d8722f614e23786e7d261035ee9a691b84ec0a19467e31e77e2a3a0c3081d70272d4adeec2ae74e3333b178aa9bf2579e489aead7f1ff14331f3d175e1996ba614a1b14e0b8fe16a2783fc33c98a866de29bd9ee8cb6741c337e651e79f65e39fc95dd23afc79415,2338178398
37032ab20a46b35e021f922e1ce5fec878e11afa78971cb967b7577c4c263927b13f956c09ab83e0cb91f8237a44641957d5f920c3653dcd3a2e0c26e5a1bacd7ee46496b41ebc4a49652ba40aba58603474251438a8d7ea7a0e83d33a1fead2752cceeeb2d7abee4e9fea58d2eff77b0dcad43c16,214373016
8a60357297357a75bfa6a27d181077d9276c9f6f47b8fabfe84d32bbb483bfd7e56447004671456503f8c6f591b579a2de523d6dd87e57891db1fc889613ed7ee5a8f0f6ea0dcc8bc705158e054d6acd9d18c1bd12a5448f3d1f3087150a4281c287c467816f7aa761ba16f15710a8f72179b2dbe8a8,3066820049
432e18acca35d44ec3a26f3a5306f88d1c90693e077ca0241ec80adb9cf25913d3498630c9073124f4ed15947e066c95e18c40706e25f8cb7e09affae8ab500e39b08850f1d9ff4ce889a3aeab2820fdee6534c1bc79552c47a40df336859b98c3a0e517ecb020f2bf5f9d4802d846f0930c481ed24cf0,1066929079
c355d31eb792b391af3b6acba2eedfa0d8547d61178d9c6de6d732b72873188885a7dfdf2febe7825aab6cb5d56ece2307bb064f1fe9f734361984fd96f68c881c8b6af60be68bc969e02528cd5a0fb4790103d5f13297898b8098988f67433e847d5f2f85983d6d25411f5d2f36835353af69d08b62ccce,3772454328
d5f2fc5014adc54264d752540e5e9e1ba68188c8b0a29dd5d722eba5c93473dce8cac6b3f7bb079fdd33a2180c149e4a8d4ff41967fb763e56ecded8e4b2615a4a4da353dfc40a3b64dd876ed40d1e6060bdf612c9b95affd3683c3424c916ea0ef26b44dd5d0ae9a4ad0d3a6b201890abb65c6fce52a1d9c8,280512310
78ceae0ca16b4c7ba0909e8583287895637ac17231a7e00e6096ebe486d6d38675e41139846b17720224d155680e5910a1efcdaeda103b70a0774d5d0d4d99e280c1a243834d5c2897346d7e6433d3774c4383e1d813bc5b4d62e76061155a0ff795d36dee8f8dfc22c5e15215c1ecfd2e1a716811ab29e87710,2617509121
b320fcac32e6bc022d777a41084f03822d77db727a922342bcfe6f5ccebef4f6a289106bd7830b5857e139e8d8127b9ac7d0f07c37fc8d69b0a51bcfaafe1fa2001cbc576bb3d2d69466d0194a18bc71b5339dda111839a747c2936b4a968bd95b7f3e2ebb535a37f3143166bfa7774155030926f03c980c46c847,3321152386
b91a7db1e9dcab23d5757fb0d2fbdbbc34d43d4c4e9540a025b51816d4d4343c861b4bf9061f7fda83a37810333d257d8552951a088bf9e12eddcb0a160233933de7f446fe1997bfe99c1d99e897a8d815d11d232fb652b9e9ade9f800253558058e92ae17625b6ec6ed275c9bc3104471a2d331ebccee4bb50e62f9,2759166840
cc7a2e33339018163a76ee594993f1e4e8510d16b6d417f51f3ea09d96195ed9278209415ef26fcba9864ae8d0d86d460b785f772a2a44e99c034dea259a65d7f33d05161e43879895d902750dd6b4637bffc88f4205d1f942eb362884c9f671d085a76e2933e987cfadf436f4376dcad98f3f720ca38aa4114d461d49,1484297751
5dca2aae9bd15501379795a693205806dbf1e3539d71fb835929563a31edc8fbb05982615d150061dc10491c9e6875b705e01ce8c943f302e5f525c73c1001ef74a16380adf202f531f27ae0d3e3c7c5d4c5dd14f6f849894a973f89426f68f2cb552ccba1ad6ab8e49812f08ef41a0a2e5f809eb6d0046ca53edf18c5e2,552191754
180644f5603d4f34f5e6c5ff72c6a023afcc4aa768a1feb395a57ed99c576da3db1e95b1789e1bafb498c504c582aede61f1e3e917826874879dab3e107714002e4e1709f71011bb1fa5f200ff24921ef5dfae7e2d545d206edbe7aae92d73bd212691ade3aab5b8c78fb45829b7a19c72f68831795d054fad2d18a844cf52,1482967092
b0a1636a8b32c5d0740eeb1cdcf9d336d89c24cb139c5f767ef8ef443cbe626dd6c266947eacd298ebe9e046155cea0f35b1c0fa487f798ad8771ef319ab1e7df7a8e5ec6e6f30c11070f70f7f75e102fba6e67618ad658c26f20a70b52827e0daede48676ed9be829c72dd3b82aa03a26e6c45792e32669e75acf14f79588dd,3788964877
77d152fb9d001b4b6fe66950842b31d97dafff4698737d00c6029995f95dedcdac42397f25bd198fbb2ce2e02b24d5950208ec7bab1c8486d5c3b0c647fceb09aa0714cb0f7a09fa1aec209c24883496424d66d07000e598af2ebc566785800475858e0f0efd8e60c3f0ac27428503673ccf04de2a125e5a0cfb6d5c6736ef3f80,3200839313
cbe8cf52d2d907eaf8eaa70db0211eaa18e3cb4daae6c1d33115e779905cbe87b0ab324c4992ae5e18b953fd1f958bd614ab98d73d4307c7df1dfaead06e7e7452336cd424dbf61a6505eacf23879c4dee9761418b97aeb8932ad7b31d6701363c73fc737d4fb5d333835ff7fa244f5919a0cc676324d12aab0f4f894b8ca4a42c91,3908769112
e5b9c679100a9b060837262da0f1b50e48d5f9f421526b2e07eb35df265be671bb1c71d0d2956cbece50650a6c3eeb558eb973a652cbacff0efb64054867bf322c88757744df530b9a855d3d3d3a32d07a38c7d67cb2c9f0eb31f9b1fa9121489b2f57daa8b77f19f587610df0f15813a3bfa72a1541c20b08ed23fce1107e29b39463,2553390018
1fef85ab929ac0fef44647ba4cc36ec1cbfcd2ae222afdd9963a6f1ba5ecc84bee3f6ddffd944ffa3ae3fc7066186dc3d6a8befd5fecbb3b0090283cae64844a24607ba1f87cd7263e73f3bdedc9e6e53ef3656054dc8876d448989e935b6693fe388b1165d83d8fb2c759c4967edd2184169a03ef107de42e5e39dab37d6c4dcc927bc4,906141127
1db7dfe23d936ef1fe3fbad914fdedd622bdcc6a3422b0c58aed8c4098f4e8590bf46983e4d84dc55267835a10010455fcc3a4e38f8d553e4add3675e86204a65ab730f2cccd1596a4ebd5fe4004d6dc50b445073af1246abebf39c1e48000a501e7640a0286f786443e91c0cc881b85110edf514cefb74c2ff3ea2d8935c7b52ec037158d,431680938
6d6270ef74465e93bd8e7b8bcafe450298de731472ce59c5dd4509a257761d262f02af93ecdf8652da1927a24389eeedc7ca33708318c84b6bf1cf877d6712fa6fb22be0012912bd2af10c9fa95fc60268cfe4f60227e7ece1da45a5e28b00d23cb7e216fb838cd8f8a9147210e66baadefdd539abcaa0c5210de10cce528eddc8a39239f614,3183827958
7904ddf8b5c26e6e2d386e110d51b4db3b7926b1472773b64eb8bfdfad55b4b3e09395bd8e4037ed67e8a17097bbaf6a476d6578db64f71331719dca0b1edb919dd53eee84350f2fef2b31760173c9a8c23e4c24219120ac36aa5aa700fb11841119eab502a3ed65ffa0adcc83b70c323977bc0d67dca7e460e14418a135c137008421f3b4abef,2723624760
78bf5b92fb90a71f4db51830dda223ea8fc9151c7da90fa1d24cf3eb5368a4e07b1939f23ac4dc8d0a836af96df472facc7ccddc82c6819b1e7d7391c6158890830551339b98a3570c32cddf14b804894d644e47ca1eb23962e91ab9a71802c96e8b5591171cd14d06fb13831860ef74de7c851beba305b1ed70d01cb7d35bdb9084341116e43169,1174531617
553b3f11571c10e23a85ea2bed7caf313b14d604cc7d3b616140053010ca74b03c1f43ccecb4746e5cae0c0881099522c70ed63521ad28a9b915bbedff411adf82697310963cd16f72c331adcafcc3b2a9e5b3683b52e858f1024b59daf245de2756b9e91a1a21ad1606b83837a7e1df441c450003f18cf48387615a7d201848ab07fb9be3ad7d5fd4,1678103556
5be36a825f822c3a05258526081b1428dfd1954716708d6d83f445965781c760aa5281168340a6faae286421030231bc61e226d79f333d5da97abd89f179f0310b5fb2aea94d79a25ced5849754d63f9c5b2b4b7c9f9bd817f42081c773ee7dc7cdd91225e6f3c65c7e2875a2a5b77c1d2a03a6c82ec4ab9a4aea5f1502838096de61c5353ce92ce52dd,2137216119
57efdc6f39169409738b34c93d19200a65cbc8b21d97a5db6dc6cfc6735d361c2a15d86c43c9834cbb0b4fb8875b568eb3b98ed979aa1f12adb66ba7f1b754f289deea1be6ad41c132c296caf7fee6a0b69887ed61f6367e1c74c3582c1f29da6c6bb3c1d0e03c2bbb3c0f0c1c70c39355ef2a62b6fcf4ba3e0d629efa099af26ade4136f4df32dcdf1e6f,2476558783
bf80b380d4be9fbfd669d006ce803c2e6bff1ebe372018c0043ae45c210bd37ec0a3d214935b8d8ef4153e5094730bcd48cd68a47f72e8887c6d35c13becf3fb5e4448fc92812e87824c17c472f0f5e6662b8ca3e1a5802faa988b949dc2a4775fc7a8ac62148e6a28dc8ffd9b5be98454716c22daa6e0b734fe679a59a2d339f2c67cb467f0519eb6fd805c,3178261858
bfe6fa99bdc14897cac3f43a5d72d716ab223b9278352aab1d5c32b6a0df78ef4321eba14d0bc1538eb32f9fd95e70e6e2d656716e704817565815f517092866505207bd1c5710f906527107abe86ee2cade24e8889b03b5929ec3559089c981c94cb828e72d890dbed5d9a5ab4e5f8ee814f670341f25ab8397a9f842821511b88c6104d1ff291f081a39ce01,909097846
